ts,open,high,low,close,volume,atr14,ema20,ema50,ema200,vwap,adr
2025-04-10 00:00:00+00:00,5514.25,5514.25,5506.75,5510.0,1331.0,7.5,5510.0,5510.0,5510.0,5510.333333333333,371.5
2025-04-10 00:00:15+00:00,5510.0,5513.0,5509.0,5509.75,338.0,5.75,5509.976190476191,5509.990196078432,5509.997512437812,5510.383962452565,371.5
2025-04-10 00:00:30+00:00,5509.75,5512.25,5509.0,5511.5,232.0,4.916666666666667,5510.121315192744,5510.0494040753565,5510.012462562809,5510.448974224091,371.5
2025-04-10 00:00:45+00:00,5511.25,5513.75,5510.75,5513.0,220.0,4.4375,5510.395475650578,5510.16511371946,5510.042189303477,5510.661716171617,371.5
2025-04-10 00:01:00+00:00,5513.25,5514.5,5511.75,5514.25,184.0,4.1,5510.762573207667,5510.325305338305,5510.084058066627,5510.888286334056,371.5
2025-04-10 00:01:15+00:00,5514.25,5516.0,5514.25,5516.0,179.0,3.7083333333333335,5511.261375759317,5510.547842383861,5510.1429231604925,5511.214606816961,371.5
2025-04-10 00:01:30+00:00,5516.0,5516.5,5514.0,5515.25,179.0,3.5357142857142856,5511.64124473462,5510.73224072175,5510.193739845463,5511.485855551383,371.5
2025-04-10 00:01:45+00:00,5515.0,5515.5,5514.25,5515.0,134.0,3.25,5511.961126188466,5510.8996038307005,5510.241563329588,5511.650220474317,371.5
2025-04-10 00:02:00+00:00,5515.0,5515.25,5514.25,5514.5,147.0,3.0,5512.202923694326,5511.04079583734,5510.2839358337715,5511.800837862319,371.5
2025-04-10 00:02:15+00:00,5514.75,5515.5,5513.75,5514.0,103.0,2.875,5512.374073818676,5511.156843059405,5510.320911596619,5511.889262662728,371.5
2025-04-10 00:02:30+00:00,5514.25,5515.75,5514.25,5515.5,91.0,2.772727272727273,5512.671781074041,5511.3271629394285,5510.372444814563,5511.984305289993,371.5
2025-04-10 00:02:45+00:00,5515.25,5516.5,5515.0,5516.5,93.0,2.6666666666666665,5513.036373352704,5511.530019294745,5510.433415512926,5512.099891674404,371.5
2025-04-10 00:03:00+00:00,5516.25,5517.25,5515.5,5517.0,107.0,2.5961538461538463,5513.413861604828,5511.74452834201,5510.498754662051,5512.243608947474,371.5
2025-04-10 00:03:15+00:00,5517.0,5518.25,5516.5,5517.25,118.0,2.5357142857142856,5513.7792081186535,5511.960429191344,5510.565931232579,5512.4173900462965,371.5
2025-04-10 00:03:30+00:00,5517.25,5518.0,5516.5,5516.5,118.0,2.107142857142857,5514.038331154972,5512.138451575996,5510.624976692951,5512.568690542809,371.5
2025-04-10 00:03:45+00:00,5516.75,5517.25,5515.5,5516.25,143.0,1.9464285714285714,5514.24896628307,5512.299688769095,5510.680947074116,5512.713523450812,371.5
2025-04-10 00:04:00+00:00,5516.5,5516.75,5515.5,5516.5,43.0,1.8035714285714286,5514.463350446587,5512.464406856581,5510.7388480982545,5512.753967198581,371.5
2025-04-10 00:04:15+00:00,5516.5,5516.5,5515.5,5515.5,32.0,1.6607142857142858,5514.562078975483,5512.583449724951,5510.786222744043,5512.77995341069,371.5
2025-04-10 00:04:30+00:00,5515.5,5516.0,5515.5,5515.75,37.0,1.5,5514.675214311152,5512.70762816711,5510.83561356251,5512.808653260207,371.5
2025-04-10 00:04:45+00:00,5515.75,5515.75,5514.0,5514.5,154.0,1.5,5514.658527233899,5512.777917258595,5510.872075119102,5512.883714118337,371.5
2025-04-10 00:05:00+00:00,5514.75,5515.25,5513.5,5513.75,110.0,1.4464285714285714,5514.572000830671,5512.816038150416,5510.90071118757,5512.91819366398,371.5
2025-04-10 00:05:15+00:00,5514.0,5514.25,5512.75,5513.0,135.0,1.4642857142857142,5514.422286465845,5512.823252340596,5510.921599633464,5512.931449069694,371.5
2025-04-10 00:05:30+00:00,5512.75,5513.0,5511.75,5512.5,130.0,1.4821428571428572,5514.239211564336,5512.81057577822,5510.937305109748,5512.916093009027,371.5
2025-04-10 00:05:45+00:00,5512.0,5512.25,5511.25,5512.25,105.0,1.4464285714285714,5514.049762843923,5512.788592414368,5510.950366750447,5512.89257972963,371.5
2025-04-10 00:06:00+00:00,5511.75,5512.0,5510.0,5510.0,139.0,1.4821428571428572,5513.664071144502,5512.679235849099,5510.94091036487,5512.825347674925,371.5
2025-04-10 00:06:15+00:00,5510.25,5511.0,5509.5,5510.25,144.0,1.4821428571428572,5513.338921511691,5512.5839716981545,5510.934035634872,5512.747208175307,371.5
2025-04-10 00:06:30+00:00,5510.0,5511.75,5510.0,5510.75,116.0,1.4821428571428572,5513.092357558196,5512.512051239404,5510.932204434525,5512.701546003018,371.5
